,art_0001,art_0005,art_0010,art_0014,art_0019,art_0024,art_0028,art_0033,art_0038,art_0042,art_0047,art_0052,art_0056,art_0061,art_0066,art_0070,art_0075,art_0080,art_0084,art_0089,art_0094,art_0098,art_0103,art_0108,art_0112,art_0117,art_0122,art_0126,art_0131,art_0135,art_0140,art_0145,art_0149,art_0154,art_0159,art_0163,art_0168,art_0173,art_0177,art_0182,art_0187,art_0191,art_0196,art_0201,art_0205,art_0210,art_0215,art_0219,art_0224,art_0229,art_0233,art_0238,art_0243,art_0247,art_0252,art_0257,art_0261,art_0266,art_0270,art_0275,art_0280,art_0284,art_0289,art_0294,art_0298,art_0303,art_0308,art_0312,art_0317,art_0322,art_0326,art_0331,art_0336,art_0340,art_0345,art_0350,art_0354,art_0359,art_0364,art_0368,art_0373,art_0378,art_0382,art_0387,art_0392,art_0396,art_0401,art_0405,art_0410,art_0415,art_0419,art_0424,art_0429,art_0433,art_0438,art_0443,art_0447,art_0452,art_0457,art_0461,art_0466,art_0471,art_0475,art_0480,art_0485,art_0489,art_0494,art_0499,art_0503,art_0508,art_0513,art_0517,art_0522,art_0527,art_0531,art_0536,art_0540,art_0545,art_0550,art_0554,art_0559,art_0564,art_0568,art_0573,art_0578,art_0582,art_0587,art_0592,art_0596,art_0601,art_0606,art_0610,art_0615,art_0620,art_0624,art_0629,art_0634,art_0638,art_0643,art_0648,art_0652,art_0657,art_0662,art_0666,art_0671,art_0675,art_0680,art_0685,art_0689,art_0694,art_0699,art_0703,art_0708,art_0713,art_0717,art_0722,art_0727,art_0731,art_0736,art_0741,art_0745,art_0750,art_0755,art_0759,art_0764,art_0769,art_0773,art_0778,art_0783,art_0787,art_0792,art_0797,art_0801,art_0806,art_0810,art_0815,art_0820,art_0824,art_0829,art_0834,art_0838,art_0843,art_0848,art_0852,art_0857,art_0862,art_0866,art_0871,art_0876,art_0880,art_0885,art_0890,art_0894,art_0899,art_0904,art_0908,art_0913,art_0918,art_0922,art_0927
art_0215,0.487166,0.405123,0.437468,0.458728,0.375884,0.336371,0.423517,0.479468,0.409347,0.505845,0.479013,0.462883,0.417637,0.533516,0.311662,0.472955,0.397541,0.416367,0.393211,0.430507,0.449016,0.486406,0.461590,0.361393,0.493448,0.460666,0.359398,0.470864,0.442646,0.527534,0.481692,0.375719,0.466884,0.437199,0.439822,0.426011,0.528338,0.343374,0.447988,0.502941,0.539157,0.429272,0.314105,0.426918,0.495506,0.393444,1.000000,0.414839,0.385641,0.424517,0.433399,0.367119,0.419768,0.451590,0.302004,0.407840,0.503038,0.546689,0.470482,0.395989,0.496432,0.364553,0.415491,0.437306,0.315342,0.526128,0.509909,0.433238,0.394972,0.433443,0.416576,0.521228,0.415031,0.505392,0.470999,0.407595,0.538975,0.359497,0.509613,0.439918,0.494356,0.414192,0.456241,0.286919,0.409870,0.423380,0.447045,0.473541,0.500793,0.440868,0.527919,0.457294,0.524953,0.404618,0.402325,0.411090,0.363406,0.410379,0.570113,0.442761,0.445835,0.451066,0.449311,0.446964,0.341421,0.442159,0.364894,0.412393,0.397739,0.491787,0.508291,0.441987,0.482489,0.491652,0.456008,0.401175,0.441810,0.517378,0.190600,0.404402,0.454017,0.396825,0.421427,0.473201,0.445676,0.467987,0.449930,0.362887,0.452938,0.485022,0.396690,0.550296,0.529704,0.480914,0.461488,0.480457,0.480185,0.478387,0.493470,0.390715,0.328065,0.476100,0.501227,0.450635,0.497998,0.564474,0.396735,0.471422,0.574678,0.376541,0.577167,0.447442,0.378388,0.386151,0.523481,0.464424,0.559973,0.391877,0.515283,0.335972,0.458764,0.513865,0.362680,0.460804,0.456184,0.372517,0.482524,0.547535,0.450649,0.468407,0.441457,0.418938,0.577530,0.444924,0.560569,0.399405,0.471673,0.349600,0.490943,0.508649,0.472966,0.479140,0.348338,0.397332,0.464948,0.489140,0.551229,0.498796,0.495232,0.333991,0.521588,0.471791,0.528673,0.488136,0.428649,0.487203,0.403863,0.521561,0.445382,0.458483
art_0219,0.572721,0.555542,0.550647,0.734993,0.413520,0.681746,0.587821,0.477904,0.452561,0.534850,0.412017,0.634328,0.514794,0.539855,0.432248,0.484342,0.493704,0.516062,0.432047,0.612240,0.602929,0.672316,0.534545,0.460094,0.707815,0.532804,0.663919,0.668781,0.576404,0.533812,0.516914,0.551007,0.528710,0.535368,0.636126,0.700352,0.553316,0.591190,0.665971,0.582717,0.610213,0.678977,0.580158,0.782252,0.511980,0.594303,0.414839,1.000000,0.650555,0.463745,0.530828,0.582778,0.574920,0.518316,0.606321,0.578825,0.540095,0.594492,0.719298,0.379379,0.452306,0.595423,0.498306,0.425603,0.557155,0.504787,0.602862,0.641847,0.467429,0.555740,0.571742,0.625172,0.557565,0.607421,0.599355,0.450056,0.611356,0.440625,0.501973,0.463345,0.704083,0.631073,0.543360,0.553668,0.698920,0.580945,0.586695,0.641653,0.575629,0.754529,0.450271,0.594525,0.542755,0.338468,0.536847,0.640970,0.524669,0.698018,0.611724,0.631391,0.535118,0.694567,0.602203,0.694714,0.628496,0.671419,0.523084,0.643031,0.671366,0.588634,0.536586,0.553086,0.529054,0.566024,0.656793,0.605661,0.668388,0.651072,0.536215,0.694519,0.559154,0.577250,0.617219,0.752677,0.569493,0.605480,0.634238,0.471986,0.581574,0.547296,0.656609,0.567863,0.553207,0.519070,0.672649,0.603906,0.611475,0.658274,0.609028,0.663206,0.579600,0.620043,0.510427,0.558261,0.684483,0.718234,0.686184,0.655084,0.591861,0.438094,0.636685,0.599059,0.549905,0.597780,0.636366,0.520164,0.607964,0.445746,0.582992,0.461978,0.542132,0.541357,0.378048,0.614474,0.577194,0.717984,0.592291,0.526781,0.571548,0.767960,0.608237,0.624707,0.538893,0.610176,0.451940,0.707831,0.501287,0.646246,0.539004,0.661516,0.681709,0.666967,0.592872,0.521688,0.675860,0.648545,0.618724,0.589238,0.576537,0.360967,0.544141,0.558508,0.507017,0.669405,0.727353,0.509285,0.577752,0.472701,0.768009,0.594785
art_0224,0.558460,0.586074,0.500371,0.626512,0.498878,0.656127,0.553126,0.450467,0.425197,0.481424,0.397220,0.623090,0.550256,0.523751,0.451666,0.494426,0.431178,0.425673,0.409775,0.539969,0.662255,0.572563,0.551848,0.435412,0.621280,0.624838,0.618945,0.583766,0.485490,0.537710,0.486873,0.556905,0.505332,0.494314,0.579011,0.672050,0.477050,0.579539,0.484502,0.523935,0.548372,0.629569,0.509415,0.674868,0.451018,0.531816,0.385641,0.650555,1.000000,0.460158,0.486443,0.610346,0.491625,0.435470,0.474180,0.542235,0.526806,0.515562,0.617506,0.405941,0.483308,0.582149,0.488916,0.486600,0.513009,0.487254,0.528178,0.592006,0.518394,0.492252,0.541779,0.478869,0.474764,0.497505,0.533529,0.404777,0.517882,0.583203,0.454021,0.543484,0.561642,0.656753,0.530707,0.463987,0.553976,0.599954,0.484786,0.534937,0.512576,0.721816,0.416203,0.605451,0.574506,0.390799,0.448814,0.584466,0.486303,0.620833,0.515341,0.642944,0.508003,0.654768,0.520931,0.592717,0.565989,0.637403,0.375753,0.596750,0.601235,0.559659,0.483291,0.596655,0.603793,0.490753,0.621609,0.554035,0.652309,0.486516,0.598778,0.657796,0.594762,0.592286,0.548061,0.693395,0.534088,0.552573,0.625484,0.476815,0.459786,0.476287,0.589541,0.492579,0.525735,0.540142,0.511453,0.549606,0.648764,0.528334,0.524038,0.636311,0.599056,0.638254,0.469208,0.589488,0.601741,0.575053,0.638716,0.570674,0.494408,0.515000,0.529117,0.477052,0.516309,0.577013,0.650422,0.606339,0.555325,0.344690,0.608566,0.356475,0.473479,0.459336,0.400524,0.634962,0.479852,0.669707,0.502704,0.463325,0.572877,0.619864,0.475141,0.579214,0.579427,0.587660,0.391968,0.628630,0.471405,0.552132,0.463224,0.619966,0.587433,0.571074,0.564367,0.521277,0.634162,0.499173,0.553161,0.464393,0.589041,0.471255,0.522361,0.493232,0.531064,0.558446,0.656993,0.536993,0.541269,0.522608,0.616740,0.593795
art_0229,0.536592,0.529844,0.611706,0.547890,0.558434,0.507404,0.561709,0.587048,0.583542,0.541420,0.532083,0.514214,0.499900,0.534807,0.291958,0.550426,0.413994,0.473208,0.627795,0.495488,0.572971,0.618308,0.582228,0.554406,0.573832,0.634093,0.573804,0.505942,0.624363,0.602275,0.612444,0.510149,0.393249,0.620555,0.349282,0.521588,0.445969,0.501032,0.542556,0.666145,0.506822,0.462306,0.523080,0.576017,0.655983,0.617962,0.424517,0.463745,0.460158,1.000000,0.521088,0.366478,0.429604,0.529186,0.396965,0.519849,0.524126,0.480681,0.537459,0.532713,0.582054,0.366675,0.606593,0.437004,0.516760,0.641685,0.572822,0.527517,0.395185,0.503119,0.511461,0.525996,0.598756,0.550525,0.488586,0.554380,0.608322,0.525626,0.558488,0.470644,0.546658,0.533001,0.555635,0.412082,0.446498,0.633694,0.595464,0.583608,0.576474,0.462263,0.557001,0.589562,0.607776,0.608586,0.552183,0.603712,0.408594,0.523248,0.570427,0.468719,0.671511,0.579938,0.576021,0.538119,0.465897,0.479583,0.366938,0.527039,0.533760,0.621103,0.452661,0.590232,0.537767,0.533611,0.488504,0.598321,0.470460,0.525797,0.381182,0.436327,0.619914,0.579130,0.536619,0.455431,0.604520,0.555750,0.635329,0.604930,0.546987,0.601229,0.477231,0.498132,0.678256,0.640913,0.546133,0.618631,0.588231,0.519542,0.555673,0.515285,0.499756,0.485691,0.558690,0.566139,0.613648,0.609524,0.507623,0.503671,0.534061,0.595283,0.494779,0.455554,0.672300,0.570212,0.492566,0.499187,0.678199,0.380385,0.583761,0.369228,0.591312,0.559344,0.531582,0.580062,0.649315,0.483930,0.594845,0.525528,0.607743,0.568580,0.545938,0.484944,0.569018,0.501502,0.435811,0.392581,0.550977,0.464529,0.591457,0.494550,0.656354,0.597942,0.564385,0.571461,0.592248,0.526760,0.544887,0.495708,0.488127,0.398843,0.541172,0.461124,0.548999,0.537862,0.552945,0.583105,0.616050,0.587758,0.523970,0.498339
art_0233,0.503910,0.437286,0.526458,0.601736,0.522576,0.524345,0.460999,0.505963,0.478128,0.544436,0.479408,0.543865,0.482644,0.522265,0.338180,0.510729,0.508224,0.492868,0.473120,0.477420,0.642860,0.598391,0.612614,0.398823,0.628355,0.464772,0.567581,0.564478,0.553731,0.569408,0.657615,0.475096,0.466786,0.575028,0.502565,0.513314,0.516782,0.428655,0.530945,0.520710,0.542702,0.588445,0.514752,0.582486,0.585463,0.517844,0.433399,0.530828,0.486443,0.521088,1.000000,0.600343,0.718323,0.539198,0.465553,0.677111,0.689693,0.546129,0.547760,0.603190,0.599538,0.552390,0.409551,0.428492,0.433414,0.569969,0.542164,0.499084,0.396008,0.568554,0.538514,0.471909,0.528658,0.497719,0.468118,0.466515,0.563915,0.433286,0.607498,0.541827,0.612307,0.502832,0.522759,0.395835,0.544556,0.504513,0.584885,0.521433,0.507073,0.571995,0.517712,0.511419,0.484781,0.443583,0.534850,0.550756,0.555128,0.624972,0.619513,0.639256,0.601413,0.574085,0.519021,0.590867,0.575414,0.546989,0.361024,0.572918,0.554981,0.585033,0.509312,0.483028,0.495457,0.611870,0.554781,0.530191,0.569601,0.592587,0.396948,0.482070,0.562009,0.533401,0.524582,0.531674,0.555885,0.471125,0.562695,0.457726,0.497858,0.466882,0.556190,0.540611,0.544702,0.432641,0.564834,0.558093,0.554192,0.580798,0.509329,0.555471,0.433833,0.497864,0.512335,0.534917,0.627774,0.655395,0.563193,0.519042,0.515971,0.510553,0.637066,0.501179,0.549616,0.559778,0.543667,0.435674,0.548178,0.442648,0.576961,0.378771,0.611225,0.509532,0.383947,0.572253,0.567168,0.530218,0.620688,0.519857,0.532612,0.568045,0.523841,0.522950,0.506534,0.524746,0.461473,0.478890,0.524663,0.474536,0.631583,0.571294,0.589532,0.558396,0.574908,0.506448,0.547106,0.592116,0.528755,0.472155,0.553880,0.389310,0.554281,0.483604,0.564591,0.541368,0.590429,0.468151,0.449877,0.583286,0.579093,0.550276
art_0238,0.443361,0.490649,0.422680,0.631593,0.444341,0.510775,0.481124,0.378303,0.340448,0.387106,0.318085,0.503305,0.482656,0.421377,0.325370,0.398859,0.456820,0.374028,0.379633,0.519836,0.600921,0.502503,0.572499,0.411772,0.533899,0.496765,0.608261,0.563431,0.392222,0.458099,0.467153,0.569186,0.515820,0.434227,0.622603,0.597547,0.450400,0.496398,0.522083,0.419072,0.430478,0.632294,0.421910,0.582578,0.415594,0.447125,0.367119,0.582778,0.610346,0.366478,0.600343,1.000000,0.745110,0.370093,0.382664,0.614989,0.586452,0.480984,0.559795,0.470805,0.498366,0.599738,0.368807,0.368048,0.355521,0.413722,0.438778,0.473250,0.395930,0.397207,0.503430,0.445133,0.424108,0.425590,0.516930,0.370107,0.484831,0.467864,0.413013,0.481241,0.557342,0.557446,0.439198,0.344731,0.555841,0.536783,0.458782,0.502551,0.448017,0.648779,0.376902,0.606324,0.520654,0.262151,0.447487,0.585093,0.434898,0.614849,0.456214,0.681938,0.472089,0.546105,0.469497,0.518336,0.483639,0.661029,0.366767,0.656663,0.550415,0.525043,0.440086,0.531861,0.511713,0.433901,0.602983,0.506172,0.631534,0.480683,0.486057,0.560268,0.499764,0.500577,0.519466,0.622082,0.529940,0.514428,0.552526,0.361120,0.430776,0.382541,0.564150,0.482684,0.399479,0.416189,0.506326,0.469056,0.567366,0.463083,0.522822,0.507994,0.558732,0.612526,0.416424,0.523182,0.571084,0.575541,0.625144,0.554038,0.524570,0.426803,0.525057,0.499606,0.446381,0.575654,0.595843,0.460643,0.416450,0.370895,0.504996,0.369588,0.474118,0.435834,0.281992,0.542913,0.447687,0.548152,0.442030,0.491238,0.509897,0.586925,0.434317,0.487107,0.523612,0.573555,0.355663,0.638883,0.357063,0.573795,0.445604,0.534288,0.523849,0.552850,0.556823,0.412948,0.573166,0.498558,0.507584,0.414652,0.545201,0.397877,0.517408,0.432572,0.526995,0.525742,0.613627,0.384919,0.450398,0.453536,0.635722,0.566950
art_0243,0.443093,0.431830,0.454305,0.636844,0.506871,0.516381,0.467479,0.458155,0.450243,0.556445,0.449087,0.552433,0.515332,0.495613,0.359930,0.484817,0.588569,0.470180,0.474178,0.520750,0.593851,0.601997,0.621518,0.396862,0.660219,0.456390,0.594193,0.609853,0.529236,0.526079,0.595142,0.532422,0.533436,0.504954,0.628667,0.546622,0.527478,0.438559,0.541082,0.460936,0.519409,0.601322,0.499441,0.589989,0.583751,0.513710,0.419768,0.574920,0.491625,0.429604,0.718323,0.745110,1.000000,0.459932,0.440866,0.783152,0.703381,0.565188,0.570515,0.602753,0.591677,0.585926,0.407729,0.431200,0.410887,0.519276,0.539538,0.527878,0.441362,0.540734,0.490061,0.533660,0.506554,0.490874,0.456696,0.434728,0.542582,0.384902,0.598081,0.562741,0.665205,0.494735,0.512908,0.380801,0.553401,0.495287,0.601408,0.544025,0.464223,0.581939,0.458013,0.502132,0.527389,0.368024,0.541534,0.565443,0.536896,0.672812,0.539550,0.692321,0.556382,0.592529,0.477882,0.587247,0.547829,0.585985,0.374898,0.644356,0.512068,0.568172,0.497706,0.481061,0.540069,0.522242,0.571398,0.500273,0.609519,0.541989,0.435033,0.509908,0.542005,0.543747,0.556373,0.552560,0.557087,0.458971,0.573531,0.433075,0.501246,0.485842,0.579271,0.557006,0.488071,0.397122,0.596451,0.537286,0.549165,0.597414,0.563302,0.525247,0.401812,0.496664,0.459647,0.509235,0.572657,0.653203,0.622235,0.530502,0.619803,0.474603,0.668938,0.511351,0.479949,0.595235,0.595325,0.470796,0.509090,0.507764,0.596916,0.453534,0.587581,0.441421,0.305543,0.488570,0.551559,0.524438,0.560563,0.577926,0.526005,0.615426,0.563266,0.510492,0.492162,0.562662,0.441748,0.545634,0.496376,0.463987,0.580365,0.545565,0.599953,0.601872,0.586017,0.496304,0.625282,0.565486,0.539976,0.454407,0.568422,0.372036,0.548006,0.511728,0.561518,0.533697,0.640288,0.431314,0.402865,0.531983,0.629155,0.563351
art_0247,0.426922,0.384925,0.562251,0.522608,0.413043,0.499317,0.422342,0.599539,0.557156,0.575568,0.431680,0.548924,0.455990,0.595953,0.420585,0.533423,0.442530,0.631060,0.555672,0.522054,0.554768,0.596044,0.502532,0.397436,0.638375,0.555629,0.550097,0.528961,0.631424,0.643794,0.662232,0.427767,0.531768,0.527117,0.450229,0.532855,0.603121,0.423286,0.566153,0.568119,0.574349,0.435163,0.494109,0.516737,0.601415,0.544672,0.451590,0.518316,0.435470,0.529186,0.539198,0.370093,0.459932,1.000000,0.483200,0.571806,0.570052,0.518488,0.477135,0.467080,0.607487,0.359118,0.476668,0.432240,0.670698,0.603507,0.651683,0.612762,0.448976,0.665430,0.525053,0.574759,0.566132,0.543474,0.423697,0.498447,0.618530,0.467278,0.608302,0.474825,0.583724,0.504934,0.462905,0.453701,0.557669,0.493434,0.586276,0.550775,0.513389,0.459332,0.552541,0.473332,0.517267,0.509591,0.520302,0.514241,0.479616,0.536645,0.644235,0.428805,0.573678,0.593449,0.545688,0.516800,0.521087,0.471235,0.461257,0.475763,0.501578,0.561657,0.463692,0.488820,0.504956,0.608018,0.549093,0.572420,0.434067,0.615257,0.324330,0.466347,0.517696,0.473247,0.523668,0.468894,0.521475,0.448913,0.530624,0.519051,0.556931,0.552932,0.458883,0.489286,0.494442,0.445496,0.592244,0.558421,0.519960,0.574817,0.483573,0.461007,0.442647,0.483588,0.543240,0.498354,0.630792,0.619635,0.470323,0.520474,0.545246,0.634338,0.638314,0.544038,0.579828,0.544562,0.531591,0.509181,0.653627,0.461351,0.629729,0.483471,0.585106,0.512415,0.565613,0.480830,0.566995,0.442157,0.603599,0.513322,0.488876,0.593665,0.516496,0.395657,0.559217,0.544449,0.482935,0.403875,0.556625,0.417033,0.603054,0.525942,0.604507,0.571112,0.523184,0.551832,0.445275,0.598718,0.594066,0.594536,0.512886,0.438548,0.491922,0.639818,0.474556,0.497944,0.495119,0.534711,0.514266,0.546244,0.492878,0.445457
art_0252,0.443045,0.362026,0.458955,0.549323,0.411891,0.565930,0.426753,0.434846,0.394702,0.429629,0.327276,0.468426,0.492009,0.443229,0.382048,0.486923,0.403296,0.431078,0.392536,0.397830,0.505761,0.537060,0.455886,0.353978,0.542551,0.432418,0.558500,0.484678,0.488085,0.415097,0.462878,0.354636,0.443776,0.402097,0.398876,0.448455,0.447505,0.362634,0.479439,0.436422,0.443469,0.510824,0.460202,0.560607,0.469269,0.508019,0.302004,0.606321,0.474180,0.396965,0.465553,0.382664,0.440866,0.483200,1.000000,0.532903,0.497555,0.472383,0.549218,0.364819,0.368403,0.377598,0.369885,0.297096,0.474434,0.460467,0.525854,0.551530,0.318244,0.497749,0.492966,0.483558,0.401109,0.386396,0.344419,0.298156,0.453642,0.285931,0.470300,0.426023,0.528558,0.425184,0.422332,0.444006,0.482205,0.446302,0.565429,0.563236,0.577606,0.568393,0.386080,0.402582,0.434455,0.373915,0.488994,0.503130,0.491254,0.522058,0.516323,0.429648,0.443033,0.573741,0.499948,0.561167,0.590692,0.400894,0.399712,0.589271,0.499435,0.500287,0.487022,0.426181,0.403839,0.437770,0.505592,0.360726,0.525167,0.576097,0.369127,0.482816,0.436530,0.465329,0.462437,0.560039,0.440514,0.386162,0.480175,0.473816,0.435131,0.420425,0.523010,0.358661,0.430247,0.396389,0.497348,0.530351,0.442545,0.463726,0.362516,0.553225,0.374714,0.413008,0.457269,0.364361,0.548513,0.496197,0.504367,0.419643,0.446510,0.411945,0.452529,0.487258,0.450370,0.456322,0.464087,0.462691,0.476760,0.534866,0.387202,0.510885,0.475571,0.326583,0.284793,0.422448,0.472728,0.563735,0.490605,0.405227,0.457720,0.606287,0.489293,0.464786,0.362294,0.421603,0.352309,0.575851,0.496493,0.414528,0.517763,0.460110,0.509619,0.518134,0.473167,0.453447,0.566375,0.562383,0.519531,0.460070,0.392334,0.262866,0.441781,0.367371,0.366116,0.513432,0.544860,0.349652,0.390607,0.358924,0.575649,0.404727
art_0257,0.520652,0.540750,0.606367,0.687173,0.623301,0.627122,0.572956,0.560491,0.555634,0.593017,0.517969,0.643558,0.586875,0.613396,0.532870,0.581537,0.643795,0.583489,0.530745,0.535456,0.666503,0.644159,0.704354,0.480103,0.720634,0.534755,0.624950,0.645786,0.606673,0.522485,0.666815,0.575116,0.565516,0.594167,0.551156,0.572849,0.568992,0.538914,0.583669,0.529491,0.584941,0.606829,0.607425,0.615559,0.669151,0.651272,0.407840,0.578825,0.542235,0.519849,0.677111,0.614989,0.783152,0.571806,0.532903,1.000000,0.693078,0.587987,0.602028,0.655090,0.630920,0.577994,0.513991,0.541918,0.569740,0.639468,0.615951,0.649657,0.526167,0.678529,0.563214,0.612455,0.626995,0.527119,0.492809,0.520780,0.589820,0.516484,0.633117,0.606961,0.678004,0.571592,0.598436,0.463232,0.588515,0.538671,0.711130,0.661294,0.538870,0.559820,0.557537,0.608917,0.592160,0.464526,0.642535,0.651255,0.595209,0.686392,0.646088,0.662057,0.629602,0.692492,0.597235,0.628869,0.675808,0.576335,0.427461,0.642464,0.593372,0.645757,0.536584,0.567825,0.605420,0.594831,0.581312,0.581310,0.651618,0.633407,0.477263,0.602285,0.621634,0.613410,0.560195,0.584208,0.565980,0.467349,0.661791,0.498447,0.590065,0.575619,0.601209,0.563394,0.537202,0.497355,0.600875,0.612190,0.614098,0.636473,0.565723,0.588878,0.508279,0.504594,0.559164,0.555768,0.650880,0.680918,0.686270,0.557029,0.599591,0.622967,0.651394,0.601461,0.607591,0.654467,0.588456,0.596196,0.552792,0.604586,0.658027,0.591397,0.682574,0.450997,0.460170,0.564102,0.607177,0.624699,0.639667,0.569070,0.657292,0.648818,0.613884,0.609447,0.527307,0.634735,0.467017,0.605544,0.558602,0.438220,0.700121,0.577438,0.637128,0.635462,0.624836,0.565074,0.658063,0.666271,0.572595,0.512076,0.587623,0.432131,0.556831,0.558983,0.598560,0.626359,0.642841,0.542801,0.490266,0.597065,0.604832,0.615262
art_0261,0.481181,0.452294,0.534759,0.575158,0.466877,0.544403,0.489114,0.564731,0.470868,0.669273,0.500212,0.565030,0.587545,0.556767,0.362792,0.562194,0.544545,0.487769,0.543661,0.489871,0.627110,0.666144,0.614703,0.462480,0.690925,0.505002,0.619564,0.620923,0.671880,0.643522,0.680292,0.485808,0.542985,0.593234,0.567526,0.540216,0.557726,0.420012,0.598483,0.500976,0.627652,0.525601,0.502870,0.573400,0.650428,0.613750,0.503038,0.540095,0.526806,0.524126,0.689693,0.586452,0.703381,0.570052,0.497555,0.693078,1.000000,0.619869,0.593229,0.559856,0.619550,0.476945,0.466466,0.475664,0.460585,0.599766,0.627446,0.564357,0.450350,0.580327,0.508464,0.581729,0.597663,0.509887,0.487068,0.513665,0.622569,0.426977,0.678700,0.535946,0.656503,0.466421,0.536931,0.424146,0.505942,0.493622,0.642723,0.641586,0.551673,0.543758,0.620169,0.536175,0.556122,0.505724,0.561675,0.561990,0.547719,0.593885,0.700797,0.612320,0.637116,0.586043,0.599324,0.634718,0.631903,0.559041,0.475142,0.597359,0.595002,0.638232,0.584270,0.567387,0.560116,0.568300,0.600048,0.541068,0.605168,0.697926,0.389241,0.562035,0.617747,0.552051,0.577717,0.540187,0.640959,0.491865,0.604041,0.492958,0.561396,0.533883,0.606464,0.619264,0.587485,0.545838,0.592014,0.616980,0.560147,0.574986,0.527296,0.576947,0.410968,0.527058,0.568333,0.576851,0.647303,0.683037,0.552971,0.518061,0.643278,0.554502,0.666836,0.541435,0.532909,0.597319,0.604004,0.526273,0.632940,0.533068,0.594574,0.467749,0.719176,0.492632,0.441000,0.537721,0.642120,0.555127,0.642354,0.628856,0.541095,0.569341,0.676091,0.529814,0.554023,0.587460,0.516029,0.501020,0.566875,0.443585,0.735970,0.633426,0.650070,0.668756,0.528733,0.567513,0.627172,0.670857,0.644143,0.569536,0.617598,0.415762,0.567078,0.542620,0.586485,0.542586,0.624701,0.564487,0.485897,0.578131,0.587136,0.567443
art_0266,0.556764,0.516842,0.552170,0.672031,0.478761,0.553327,0.603908,0.600222,0.442838,0.673474,0.564970,0.616221,0.532965,0.590802,0.392591,0.587986,0.533470,0.501491,0.464407,0.511153,0.611354,0.698327,0.618773,0.548465,0.658373,0.549586,0.554006,0.684483,0.604264,0.577955,0.628003,0.597080,0.528399,0.588101,0.601594,0.579945,0.568687,0.508598,0.645651,0.554502,0.625231,0.613229,0.517656,0.623854,0.542887,0.601747,0.546689,0.594492,0.515562,0.480681,0.546129,0.480984,0.565188,0.518488,0.472383,0.587987,0.619869,1.000000,0.670128,0.455543,0.449194,0.532737,0.520257,0.545697,0.459568,0.597558,0.683499,0.549054,0.481751,0.531109,0.550020,0.619767,0.565369,0.564719,0.596350,0.508398,0.700536,0.446346,0.628445,0.527847,0.669904,0.500900,0.643558,0.466514,0.569356,0.574797,0.624717,0.625131,0.557783,0.627624,0.597159,0.588045,0.578939,0.439174,0.529323,0.601315,0.564050,0.604051,0.675932,0.572996,0.606580,0.655239,0.584171,0.674557,0.640759,0.606256,0.539462,0.617968,0.627016,0.679262,0.532453,0.525463,0.552610,0.580538,0.631248,0.583962,0.652628,0.638062,0.370165,0.600537,0.566746,0.514738,0.659501,0.623851,0.630316,0.549279,0.599729,0.583350,0.625769,0.529917,0.608524,0.678907,0.668859,0.576824,0.641952,0.606416,0.632391,0.692510,0.643406,0.609589,0.461450,0.609376,0.580307,0.573671,0.621149,0.673443,0.561090,0.580070,0.671641,0.483071,0.686542,0.559477,0.502602,0.614955,0.628733,0.585538,0.664704,0.517865,0.617795,0.421622,0.658665,0.561516,0.462340,0.533713,0.633425,0.637443,0.651958,0.736813,0.577259,0.674275,0.568162,0.589469,0.585323,0.558497,0.506800,0.547891,0.600231,0.513121,0.591543,0.641685,0.644323,0.613505,0.535459,0.556544,0.628414,0.629188,0.600495,0.658425,0.700663,0.414236,0.545973,0.525596,0.613435,0.654418,0.651287,0.646579,0.544030,0.583546,0.674168,0.604908
