,art_0001,art_0005,art_0010,art_0014,art_0019,art_0024,art_0028,art_0033,art_0038,art_0042,art_0047,art_0052,art_0056,art_0061,art_0066,art_0070,art_0075,art_0080,art_0084,art_0089,art_0094,art_0098,art_0103,art_0108,art_0112,art_0117,art_0122,art_0126,art_0131,art_0135,art_0140,art_0145,art_0149,art_0154,art_0159,art_0163,art_0168,art_0173,art_0177,art_0182,art_0187,art_0191,art_0196,art_0201,art_0205,art_0210,art_0215,art_0219,art_0224,art_0229,art_0233,art_0238,art_0243,art_0247,art_0252,art_0257,art_0261,art_0266,art_0270,art_0275,art_0280,art_0284,art_0289,art_0294,art_0298,art_0303,art_0308,art_0312,art_0317,art_0322,art_0326,art_0331,art_0336,art_0340,art_0345,art_0350,art_0354,art_0359,art_0364,art_0368,art_0373,art_0378,art_0382,art_0387,art_0392,art_0396,art_0401,art_0405,art_0410,art_0415,art_0419,art_0424,art_0429,art_0433,art_0438,art_0443,art_0447,art_0452,art_0457,art_0461,art_0466,art_0471,art_0475,art_0480,art_0485,art_0489,art_0494,art_0499,art_0503,art_0508,art_0513,art_0517,art_0522,art_0527,art_0531,art_0536,art_0540,art_0545,art_0550,art_0554,art_0559,art_0564,art_0568,art_0573,art_0578,art_0582,art_0587,art_0592,art_0596,art_0601,art_0606,art_0610,art_0615,art_0620,art_0624,art_0629,art_0634,art_0638,art_0643,art_0648,art_0652,art_0657,art_0662,art_0666,art_0671,art_0675,art_0680,art_0685,art_0689,art_0694,art_0699,art_0703,art_0708,art_0713,art_0717,art_0722,art_0727,art_0731,art_0736,art_0741,art_0745,art_0750,art_0755,art_0759,art_0764,art_0769,art_0773,art_0778,art_0783,art_0787,art_0792,art_0797,art_0801,art_0806,art_0810,art_0815,art_0820,art_0824,art_0829,art_0834,art_0838,art_0843,art_0848,art_0852,art_0857,art_0862,art_0866,art_0871,art_0876,art_0880,art_0885,art_0890,art_0894,art_0899,art_0904,art_0908,art_0913,art_0918,art_0922,art_0927
art_0159,0.556919,0.470103,0.458437,0.631000,0.438314,0.506329,0.526628,0.462203,0.397218,0.553554,0.443245,0.626733,0.529060,0.491243,0.412684,0.497890,0.496906,0.475628,0.374359,0.570934,0.536196,0.606603,0.561511,0.392011,0.666648,0.484968,0.522052,0.643954,0.463888,0.564236,0.510839,0.515099,0.628041,0.505125,1.000000,0.704846,0.585022,0.488528,0.536394,0.503397,0.552927,0.653807,0.514819,0.655769,0.453390,0.504668,0.439822,0.636126,0.579011,0.349282,0.502565,0.622603,0.628667,0.450229,0.398876,0.551156,0.567526,0.601594,0.621592,0.340645,0.399646,0.687042,0.445515,0.561238,0.401064,0.439264,0.566669,0.577246,0.563020,0.529116,0.543789,0.609343,0.490444,0.524532,0.560973,0.464292,0.554730,0.485474,0.509222,0.482055,0.652304,0.542813,0.559424,0.422265,0.555012,0.529015,0.474222,0.531252,0.461093,0.663627,0.499654,0.580852,0.583431,0.280654,0.510515,0.604229,0.509423,0.668332,0.534562,0.672013,0.505059,0.591952,0.558000,0.652811,0.561340,0.699193,0.524988,0.612659,0.544337,0.630392,0.566762,0.587210,0.586119,0.610378,0.670988,0.588945,0.611760,0.587271,0.460218,0.641983,0.502459,0.483881,0.590339,0.647088,0.569992,0.495214,0.583804,0.377853,0.569712,0.486714,0.593290,0.694080,0.429971,0.469430,0.556897,0.543450,0.574430,0.638811,0.587933,0.582321,0.578677,0.658778,0.463034,0.579125,0.587335,0.667499,0.585066,0.598753,0.690944,0.463472,0.633598,0.548740,0.422054,0.665280,0.709011,0.520944,0.528941,0.410234,0.602883,0.429508,0.595948,0.490146,0.355835,0.556488,0.514302,0.600518,0.557631,0.555261,0.560395,0.650736,0.542068,0.539634,0.589972,0.603200,0.509059,0.608381,0.441121,0.538179,0.512527,0.640709,0.642750,0.616630,0.531319,0.502324,0.626537,0.545555,0.604708,0.510437,0.610487,0.439928,0.573959,0.596846,0.560431,0.569022,0.686109,0.471680,0.418204,0.537286,0.674415,0.674734
art_0163,0.611496,0.668013,0.593805,0.768405,0.507526,0.698208,0.670306,0.609547,0.497875,0.626719,0.491954,0.780571,0.528521,0.605872,0.446526,0.543277,0.476936,0.613477,0.489755,0.658724,0.695088,0.705922,0.650272,0.561164,0.775273,0.661006,0.723397,0.724465,0.567701,0.609180,0.592139,0.649126,0.571129,0.631178,0.704846,1.000000,0.585955,0.739453,0.659178,0.642209,0.615185,0.801312,0.591050,0.745506,0.506477,0.625203,0.426011,0.700352,0.672050,0.521588,0.513314,0.597547,0.546622,0.532855,0.448455,0.572849,0.540216,0.579945,0.730048,0.387263,0.508968,0.632305,0.598456,0.496217,0.647296,0.588690,0.635299,0.566927,0.483859,0.599917,0.666140,0.573109,0.661917,0.648197,0.726833,0.526041,0.675124,0.615811,0.563780,0.500525,0.713178,0.750605,0.645994,0.495807,0.729880,0.686565,0.549532,0.616630,0.515352,0.794859,0.546761,0.694293,0.673793,0.395321,0.533305,0.734950,0.599488,0.749705,0.599122,0.706555,0.609866,0.706557,0.656907,0.681320,0.663584,0.827785,0.485244,0.665841,0.668608,0.667354,0.590966,0.745672,0.688176,0.667421,0.783260,0.795023,0.695292,0.574393,0.669998,0.734674,0.640370,0.712918,0.678151,0.762757,0.677444,0.673753,0.733062,0.495484,0.609748,0.567517,0.715290,0.628538,0.517886,0.618932,0.660011,0.680804,0.716904,0.675606,0.657746,0.763834,0.781807,0.750030,0.558386,0.718800,0.699046,0.709009,0.740688,0.746872,0.623520,0.639922,0.646474,0.610545,0.573985,0.697020,0.732553,0.580883,0.617924,0.395665,0.699795,0.422089,0.594471,0.575711,0.558176,0.754286,0.625665,0.729180,0.640705,0.536352,0.649543,0.736273,0.562207,0.694466,0.652607,0.699406,0.506633,0.685641,0.446896,0.723656,0.583866,0.696640,0.701502,0.718069,0.712859,0.596337,0.720824,0.602967,0.620423,0.561171,0.657768,0.487493,0.649560,0.699859,0.613955,0.719182,0.789662,0.561333,0.693386,0.597748,0.791683,0.753431
art_0168,0.484198,0.453493,0.528814,0.628415,0.491268,0.580106,0.458232,0.577834,0.501517,0.573148,0.467530,0.614431,0.554051,0.626103,0.434752,0.575621,0.518905,0.562151,0.507646,0.426339,0.566710,0.573202,0.521773,0.454173,0.602618,0.540483,0.517846,0.578314,0.579837,0.589280,0.583152,0.515938,0.651292,0.566644,0.585022,0.585955,1.000000,0.485574,0.568259,0.590508,0.660930,0.606304,0.531501,0.560113,0.573551,0.526364,0.528338,0.553316,0.477050,0.445969,0.516782,0.450400,0.527478,0.603121,0.447505,0.568992,0.557726,0.568687,0.627137,0.509906,0.537875,0.485559,0.449950,0.585235,0.508158,0.609884,0.629349,0.651189,0.613537,0.541568,0.651258,0.674162,0.581377,0.554358,0.538370,0.573154,0.621234,0.550702,0.565832,0.508855,0.615926,0.569040,0.588865,0.498644,0.542202,0.542998,0.555622,0.580089,0.478064,0.588544,0.613097,0.546598,0.657071,0.388419,0.496780,0.512528,0.533702,0.611719,0.611803,0.508572,0.512003,0.611677,0.572786,0.538493,0.574672,0.564211,0.518053,0.562035,0.512780,0.560559,0.644507,0.553056,0.543615,0.599773,0.596558,0.603892,0.595108,0.654801,0.384423,0.505955,0.478545,0.503055,0.573122,0.591381,0.513510,0.542771,0.559618,0.444784,0.643421,0.532135,0.548900,0.567660,0.483561,0.354563,0.607904,0.579253,0.586101,0.584237,0.562569,0.563998,0.454842,0.586740,0.553996,0.505694,0.602337,0.605719,0.544151,0.455766,0.688923,0.569301,0.632103,0.640601,0.496099,0.584148,0.676467,0.526279,0.650881,0.551026,0.661786,0.497821,0.596790,0.545024,0.465921,0.536464,0.569771,0.572933,0.558700,0.598323,0.593985,0.720295,0.608380,0.538869,0.662512,0.616484,0.602306,0.513618,0.594753,0.392769,0.516059,0.575516,0.596045,0.610379,0.544904,0.536176,0.570859,0.588051,0.669354,0.608184,0.489894,0.486435,0.568585,0.550020,0.593350,0.536451,0.634181,0.555824,0.494750,0.635327,0.603963,0.588129
art_0173,0.570781,0.648825,0.670910,0.677817,0.504767,0.619565,0.658115,0.581448,0.442218,0.473224,0.485800,0.733421,0.431437,0.582586,0.426004,0.442959,0.402350,0.565822,0.448145,0.556401,0.576025,0.617680,0.634126,0.618340,0.641792,0.555181,0.604130,0.557155,0.500231,0.438471,0.553622,0.641501,0.437036,0.570798,0.488528,0.739453,0.485574,1.000000,0.568965,0.606885,0.483155,0.656282,0.566139,0.634523,0.469762,0.650227,0.343374,0.591190,0.579539,0.501032,0.428655,0.496398,0.438559,0.423286,0.362634,0.538914,0.420012,0.508598,0.646333,0.381362,0.413013,0.516864,0.575033,0.480119,0.656335,0.502354,0.514089,0.430002,0.407028,0.541964,0.634629,0.447201,0.641732,0.618855,0.782703,0.539241,0.585842,0.634962,0.440296,0.453470,0.650708,0.671644,0.590029,0.505497,0.692178,0.607189,0.504758,0.603146,0.486237,0.613218,0.562850,0.705944,0.653421,0.379146,0.465179,0.689158,0.471129,0.585281,0.531052,0.625299,0.561584,0.674323,0.539755,0.545587,0.591001,0.709706,0.406225,0.550119,0.610656,0.587360,0.446180,0.618596,0.569626,0.593204,0.634698,0.727633,0.570712,0.485689,0.645310,0.609095,0.560515,0.629274,0.545772,0.640012,0.527196,0.606329,0.621530,0.502080,0.503490,0.492690,0.584419,0.535121,0.487227,0.609178,0.595537,0.538037,0.700586,0.592859,0.606709,0.648906,0.740863,0.583349,0.600955,0.603607,0.614301,0.588784,0.652106,0.631810,0.478103,0.584373,0.510103,0.508146,0.561947,0.641284,0.585975,0.508255,0.488457,0.287916,0.586970,0.333665,0.482095,0.453509,0.590214,0.684612,0.518208,0.665695,0.556544,0.519115,0.640629,0.608463,0.417340,0.628138,0.527577,0.541862,0.402717,0.589658,0.388347,0.575914,0.467479,0.574416,0.628010,0.617267,0.697997,0.586807,0.596942,0.513765,0.423524,0.467503,0.565137,0.529428,0.516252,0.609415,0.506444,0.697790,0.654739,0.573219,0.667431,0.567898,0.609628,0.710539
art_0177,0.569744,0.530239,0.617621,0.730438,0.460122,0.544437,0.563715,0.530040,0.493682,0.615048,0.449114,0.573572,0.444402,0.579761,0.346678,0.506107,0.565011,0.594661,0.498827,0.552184,0.633434,0.717693,0.629823,0.528792,0.707860,0.581715,0.658536,0.688566,0.638035,0.598956,0.607013,0.651266,0.535877,0.606308,0.536394,0.659178,0.568259,0.568965,1.000000,0.608254,0.639038,0.655946,0.543980,0.646067,0.598194,0.630740,0.447988,0.665971,0.484502,0.542556,0.530945,0.522083,0.541082,0.566153,0.479439,0.583669,0.598483,0.645651,0.716328,0.417679,0.560207,0.525391,0.554994,0.483652,0.533751,0.610811,0.592521,0.516655,0.425171,0.589629,0.561061,0.682634,0.625621,0.529116,0.616404,0.583353,0.654254,0.461380,0.617589,0.433026,0.751284,0.545946,0.616955,0.470180,0.655485,0.611496,0.619700,0.652026,0.516496,0.637971,0.584075,0.577958,0.567954,0.364762,0.559947,0.658412,0.556915,0.702436,0.690923,0.569927,0.582973,0.671969,0.697506,0.689048,0.617717,0.687335,0.499697,0.564904,0.606515,0.686957,0.534081,0.557643,0.543595,0.564502,0.619112,0.682094,0.637161,0.657015,0.405526,0.620773,0.581415,0.578069,0.567033,0.612319,0.641252,0.554036,0.645075,0.481364,0.594214,0.581995,0.644259,0.643947,0.529532,0.523590,0.687270,0.610242,0.612592,0.714624,0.617333,0.659942,0.540779,0.587914,0.575776,0.584562,0.632979,0.689588,0.663789,0.616697,0.579672,0.499938,0.681584,0.614995,0.567245,0.676516,0.626587,0.514600,0.652282,0.501185,0.600728,0.480943,0.600985,0.571911,0.412769,0.649815,0.698907,0.660810,0.673292,0.609117,0.567674,0.698727,0.602087,0.608358,0.571970,0.520443,0.480244,0.583848,0.538860,0.602355,0.602064,0.670332,0.724629,0.738230,0.557052,0.512760,0.678409,0.685778,0.620572,0.587189,0.610719,0.333769,0.587273,0.576450,0.595315,0.652758,0.734292,0.517397,0.619240,0.557598,0.722796,0.620190
art_0182,0.617507,0.582453,0.572817,0.649210,0.586526,0.554436,0.575102,0.632989,0.579705,0.568898,0.521285,0.628549,0.538632,0.627325,0.385144,0.535952,0.418208,0.581120,0.646881,0.527841,0.636917,0.613395,0.632343,0.554543,0.640336,0.655090,0.621331,0.592785,0.555963,0.576894,0.650584,0.595481,0.499232,0.609014,0.503397,0.642209,0.590508,0.606885,0.608254,1.000000,0.532896,0.655502,0.543253,0.651646,0.559281,0.584925,0.502941,0.582717,0.523935,0.666145,0.520710,0.419072,0.460936,0.568119,0.436422,0.529491,0.500976,0.554502,0.617353,0.447475,0.568482,0.517584,0.586649,0.497735,0.528016,0.625031,0.569037,0.552287,0.472507,0.566806,0.608173,0.529856,0.591764,0.594165,0.601713,0.581535,0.663775,0.563833,0.573984,0.508706,0.657543,0.620608,0.593610,0.498931,0.575325,0.662685,0.522691,0.656259,0.554271,0.585421,0.552157,0.626973,0.600886,0.493876,0.597245,0.637502,0.481261,0.621094,0.620038,0.557404,0.615831,0.628642,0.585712,0.570405,0.545545,0.604357,0.480259,0.590140,0.563110,0.659033,0.531974,0.560525,0.574117,0.587312,0.625759,0.641945,0.555948,0.576922,0.439436,0.575634,0.622579,0.575473,0.604955,0.620407,0.592617,0.648101,0.623856,0.554190,0.587899,0.572945,0.577263,0.588922,0.613048,0.625113,0.603120,0.661630,0.617674,0.639643,0.624467,0.631919,0.586265,0.610606,0.516074,0.642480,0.668565,0.654905,0.601072,0.618013,0.567201,0.581312,0.608739,0.545005,0.629453,0.634923,0.629040,0.574609,0.642432,0.408388,0.618914,0.431409,0.570067,0.647745,0.513853,0.656997,0.632530,0.627683,0.637703,0.572794,0.621625,0.664106,0.532185,0.600586,0.622919,0.542356,0.559449,0.498555,0.545628,0.528926,0.485553,0.582568,0.676245,0.635461,0.637056,0.606054,0.623387,0.569671,0.553038,0.543292,0.606346,0.470704,0.576815,0.552490,0.577586,0.615509,0.699604,0.586622,0.609884,0.622511,0.637853,0.596107
art_0187,0.534458,0.505908,0.593480,0.651695,0.483819,0.587266,0.526993,0.510402,0.505775,0.645927,0.494238,0.611342,0.499495,0.531024,0.446755,0.568019,0.609979,0.521482,0.531414,0.510841,0.617932,0.655550,0.604064,0.452965,0.671575,0.532659,0.548485,0.638635,0.622434,0.588740,0.595788,0.546998,0.562399,0.556749,0.552927,0.615185,0.660930,0.483155,0.639038,0.532896,1.000000,0.551624,0.490149,0.595294,0.623151,0.590608,0.539157,0.610213,0.548372,0.506822,0.542702,0.430478,0.519409,0.574349,0.443469,0.584941,0.627652,0.625231,0.617889,0.490066,0.522193,0.475383,0.501257,0.620161,0.526363,0.620894,0.652243,0.589774,0.536573,0.570942,0.568612,0.650948,0.569020,0.568826,0.534913,0.527992,0.609751,0.467025,0.693923,0.524072,0.651437,0.519698,0.576355,0.461852,0.542968,0.559616,0.588658,0.582388,0.511977,0.574689,0.590077,0.524793,0.597762,0.423238,0.545052,0.571542,0.498018,0.594986,0.648706,0.549029,0.591178,0.643096,0.662822,0.582583,0.620002,0.542897,0.495204,0.543633,0.628212,0.621526,0.604399,0.594280,0.566448,0.598050,0.544369,0.618862,0.651749,0.646893,0.422417,0.537795,0.547199,0.578907,0.511635,0.586686,0.559161,0.518575,0.639593,0.455982,0.598937,0.585299,0.603939,0.633095,0.561825,0.440848,0.628797,0.577682,0.627389,0.662256,0.604132,0.609924,0.510356,0.574747,0.553551,0.594602,0.612641,0.688099,0.571121,0.572389,0.628650,0.515663,0.641424,0.589221,0.524979,0.582243,0.594396,0.519070,0.651160,0.564618,0.669660,0.461909,0.625341,0.540337,0.423173,0.581780,0.610815,0.604338,0.637840,0.644744,0.548142,0.628866,0.636806,0.600897,0.576947,0.638794,0.549503,0.549258,0.573632,0.430944,0.623436,0.631522,0.626093,0.627337,0.531024,0.538823,0.637530,0.637024,0.650791,0.575875,0.595553,0.356574,0.597070,0.543481,0.645616,0.572056,0.616495,0.599535,0.522337,0.572379,0.583515,0.581486
art_0191,0.604463,0.681896,0.566937,0.811787,0.569890,0.694699,0.665250,0.546954,0.435122,0.568400,0.554260,0.722916,0.519132,0.619011,0.465919,0.528860,0.542609,0.560277,0.475779,0.567150,0.711247,0.679204,0.674455,0.510733,0.694171,0.629992,0.700845,0.701366,0.520579,0.560749,0.531157,0.639205,0.572647,0.570798,0.653807,0.801312,0.606304,0.656282,0.655946,0.655502,0.551624,1.000000,0.568665,0.740335,0.529822,0.605063,0.429272,0.678977,0.629569,0.462306,0.588445,0.632294,0.601322,0.435163,0.510824,0.606829,0.525601,0.613229,0.750459,0.387130,0.509664,0.693789,0.550145,0.509990,0.534981,0.570613,0.626531,0.561103,0.455358,0.553492,0.677357,0.550391,0.536887,0.554704,0.712817,0.481062,0.663728,0.563810,0.576454,0.535852,0.709095,0.701303,0.685102,0.501567,0.718097,0.674549,0.533310,0.635507,0.520384,0.798865,0.556190,0.643612,0.641318,0.326228,0.496034,0.677349,0.621119,0.767389,0.602172,0.723924,0.576688,0.729540,0.641990,0.658667,0.725846,0.801736,0.490654,0.669213,0.652997,0.648460,0.592925,0.663373,0.667474,0.616666,0.731833,0.700448,0.755009,0.580430,0.584290,0.738633,0.635384,0.677729,0.637703,0.772862,0.641964,0.645610,0.695897,0.467180,0.566047,0.525351,0.745136,0.624697,0.533418,0.543547,0.671563,0.662576,0.722909,0.648563,0.639894,0.760556,0.695630,0.681969,0.560764,0.648996,0.688247,0.683828,0.733310,0.670847,0.613513,0.528779,0.657394,0.602407,0.504387,0.677018,0.744534,0.567894,0.574988,0.443591,0.610498,0.438231,0.552999,0.555354,0.411352,0.714868,0.638363,0.808088,0.664851,0.536387,0.629675,0.760703,0.535441,0.780157,0.621561,0.659751,0.499694,0.692213,0.517841,0.679177,0.534405,0.683220,0.700342,0.710763,0.695569,0.550905,0.763184,0.636748,0.590609,0.556691,0.666829,0.430773,0.636088,0.539530,0.643789,0.698565,0.812884,0.515291,0.622955,0.622691,0.847570,0.752160
art_0196,0.465524,0.450826,0.546902,0.608335,0.493327,0.630548,0.480719,0.528952,0.453036,0.520879,0.449730,0.641421,0.566794,0.544300,0.520975,0.482287,0.593062,0.605668,0.437376,0.504194,0.513279,0.569823,0.595151,0.406377,0.600644,0.439353,0.493316,0.521015,0.501226,0.404841,0.555742,0.574351,0.508429,0.589055,0.514819,0.591050,0.531501,0.566139,0.543980,0.543253,0.490149,0.568665,1.000000,0.597583,0.471484,0.594740,0.314105,0.580158,0.509415,0.523080,0.514752,0.421910,0.499441,0.494109,0.460202,0.607425,0.502870,0.517656,0.547671,0.515495,0.461775,0.539941,0.470066,0.608926,0.593775,0.548694,0.590149,0.635441,0.657604,0.653531,0.550372,0.624615,0.585733,0.535607,0.534305,0.565345,0.546174,0.518358,0.555863,0.498425,0.605599,0.529460,0.574404,0.509666,0.574736,0.500588,0.567474,0.564276,0.470190,0.506593,0.549436,0.584483,0.528572,0.333369,0.478295,0.560915,0.593277,0.588887,0.524108,0.512314,0.539397,0.597313,0.560490,0.595047,0.621913,0.554409,0.457413,0.602449,0.581855,0.545744,0.605909,0.546954,0.541812,0.639908,0.547464,0.563347,0.522142,0.571897,0.461441,0.539550,0.482193,0.534179,0.599826,0.566052,0.466614,0.478694,0.600209,0.480690,0.563437,0.491775,0.584083,0.561479,0.492208,0.465982,0.621578,0.569205,0.589793,0.555389,0.474081,0.556531,0.472219,0.499871,0.495923,0.460270,0.582820,0.537082,0.519584,0.541134,0.616165,0.551295,0.608902,0.603030,0.631956,0.551835,0.526568,0.477890,0.518457,0.535066,0.566900,0.472642,0.577357,0.525206,0.494113,0.576892,0.514533,0.631357,0.633363,0.552820,0.589955,0.640153,0.538663,0.513121,0.531245,0.593156,0.568148,0.514154,0.598334,0.439847,0.516502,0.535216,0.625056,0.510103,0.583196,0.577601,0.614433,0.559003,0.524732,0.543192,0.576857,0.407651,0.480577,0.577309,0.597758,0.509869,0.603695,0.584753,0.474017,0.692642,0.564734,0.539757
art_0201,0.624652,0.654308,0.587971,0.731644,0.549088,0.691997,0.703454,0.556635,0.470738,0.594381,0.564789,0.639256,0.584482,0.592107,0.449091,0.532133,0.499687,0.541834,0.516215,0.620161,0.666829,0.725782,0.627063,0.504271,0.734380,0.672329,0.735468,0.672462,0.603307,0.581798,0.598036,0.639046,0.584772,0.615719,0.655769,0.745506,0.560113,0.634523,0.646067,0.651646,0.595294,0.740335,0.597583,1.000000,0.584128,0.671280,0.426918,0.782252,0.674868,0.576017,0.582486,0.582578,0.589989,0.516737,0.560607,0.615559,0.573400,0.623854,0.698882,0.422461,0.505701,0.616308,0.600462,0.473363,0.565033,0.562490,0.627228,0.666664,0.508001,0.564232,0.638595,0.586763,0.594420,0.564628,0.611793,0.469101,0.610273,0.564343,0.567685,0.521742,0.701757,0.674133,0.645779,0.626612,0.683783,0.648634,0.636315,0.680857,0.609788,0.785991,0.509713,0.620147,0.615175,0.420828,0.533048,0.698227,0.552128,0.748267,0.654551,0.731896,0.639450,0.712870,0.643008,0.714629,0.703647,0.738466,0.512807,0.679352,0.669689,0.653901,0.538123,0.631554,0.581559,0.626290,0.704351,0.682692,0.659437,0.617779,0.626178,0.728656,0.661265,0.706101,0.661969,0.681764,0.619397,0.608003,0.704344,0.565564,0.572120,0.591791,0.674555,0.693806,0.659282,0.589112,0.655684,0.656388,0.661250,0.719109,0.631078,0.717548,0.670808,0.673464,0.573304,0.603594,0.678267,0.726943,0.724364,0.649042,0.597613,0.559633,0.653974,0.597662,0.627715,0.754857,0.677686,0.579174,0.644338,0.454172,0.636298,0.454031,0.588235,0.554595,0.457214,0.680193,0.626661,0.713266,0.637328,0.530815,0.670543,0.763678,0.586150,0.666169,0.613070,0.605511,0.463696,0.658615,0.542028,0.679401,0.563476,0.673964,0.748469,0.683914,0.660133,0.581169,0.716096,0.667728,0.651000,0.579030,0.617812,0.428703,0.598881,0.556851,0.589484,0.687388,0.762226,0.555771,0.598637,0.552464,0.772655,0.676753
art_0205,0.546323,0.548604,0.632581,0.628047,0.629707,0.512866,0.589742,0.607313,0.632015,0.651753,0.623000,0.586043,0.500807,0.616702,0.362117,0.616806,0.528064,0.564280,0.679398,0.480425,0.644811,0.698511,0.646719,0.576933,0.730121,0.615079,0.598317,0.663877,0.670761,0.650358,0.673120,0.538639,0.523033,0.612238,0.453390,0.506477,0.573551,0.469762,0.598194,0.559281,0.623151,0.529822,0.471484,0.584128,1.000000,0.653389,0.495506,0.511980,0.451018,0.655983,0.585463,0.415594,0.583751,0.601415,0.469269,0.669151,0.650428,0.542887,0.582087,0.511882,0.614778,0.433316,0.604729,0.519224,0.552222,0.686663,0.609520,0.588068,0.415372,0.613728,0.544934,0.643770,0.688803,0.544980,0.495395,0.517892,0.621892,0.482618,0.700637,0.599528,0.689405,0.596907,0.615549,0.482203,0.535637,0.569163,0.673400,0.632859,0.580799,0.504629,0.618759,0.542260,0.600933,0.627691,0.686584,0.618215,0.500984,0.631111,0.687615,0.564591,0.716222,0.686343,0.611401,0.611690,0.609203,0.517118,0.441275,0.530682,0.544189,0.632642,0.505857,0.571431,0.632041,0.632936,0.524348,0.614502,0.544635,0.612429,0.357641,0.497643,0.652469,0.578084,0.500005,0.480177,0.603753,0.473836,0.648201,0.527004,0.568694,0.734323,0.567355,0.595559,0.632568,0.552633,0.586969,0.636807,0.602423,0.631348,0.594899,0.557274,0.472973,0.461368,0.571222,0.598814,0.619835,0.737794,0.591230,0.556798,0.595058,0.625229,0.624533,0.532057,0.615547,0.635175,0.551622,0.508417,0.655292,0.486066,0.675999,0.500242,0.667323,0.512030,0.510878,0.548317,0.650982,0.546029,0.639561,0.549070,0.580479,0.598002,0.649886,0.551837,0.519612,0.537893,0.457006,0.486983,0.563255,0.431461,0.695673,0.581094,0.674608,0.671482,0.583298,0.560815,0.637904,0.640089,0.638657,0.503672,0.563275,0.382101,0.623717,0.557105,0.537544,0.591617,0.599479,0.563661,0.543987,0.596055,0.573844,0.579101
art_0210,0.612017,0.713008,0.734411,0.665448,0.571195,0.653372,0.742795,0.644766,0.540387,0.627198,0.616446,0.619357,0.509380,0.606869,0.354073,0.582509,0.574368,0.587474,0.552914,0.558241,0.651359,0.736404,0.696860,0.628507,0.700262,0.657979,0.684317,0.645585,0.672157,0.508176,0.638281,0.628319,0.521797,0.667859,0.504668,0.625203,0.526364,0.650227,0.630740,0.584925,0.590608,0.605063,0.594740,0.671280,0.653389,1.000000,0.393444,0.594303,0.531816,0.617962,0.517844,0.447125,0.513710,0.544672,0.508019,0.651272,0.613750,0.601747,0.638203,0.487297,0.552510,0.498788,0.667053,0.506963,0.615553,0.639516,0.661775,0.546934,0.391230,0.651880,0.588509,0.624709,0.720071,0.600092,0.657069,0.547308,0.625244,0.532776,0.643126,0.572517,0.702532,0.617611,0.700661,0.446746,0.606384,0.647515,0.648516,0.736947,0.595256,0.537224,0.618694,0.674224,0.697504,0.552342,0.583401,0.700366,0.506233,0.640401,0.671178,0.588395,0.682608,0.707948,0.643547,0.620240,0.668197,0.629017,0.496226,0.574896,0.678001,0.708234,0.520318,0.669743,0.670193,0.597745,0.574536,0.666195,0.629055,0.595358,0.520636,0.591030,0.720262,0.726576,0.565584,0.602736,0.609739,0.540630,0.727930,0.563403,0.588265,0.692562,0.681416,0.589659,0.646557,0.638926,0.639275,0.652373,0.706532,0.632486,0.623650,0.650462,0.610520,0.547437,0.671549,0.614617,0.666224,0.686842,0.667105,0.631631,0.564838,0.615110,0.621940,0.562874,0.660765,0.674373,0.562752,0.582501,0.670376,0.516636,0.647715,0.510427,0.657077,0.459644,0.572360,0.632405,0.683127,0.690056,0.627681,0.600095,0.704949,0.638351,0.613969,0.643288,0.552385,0.605640,0.462981,0.625389,0.549818,0.554758,0.658951,0.592392,0.700366,0.685359,0.613747,0.647057,0.694264,0.669617,0.634235,0.560963,0.649258,0.416926,0.650900,0.564583,0.583187,0.693748,0.686452,0.681626,0.636354,0.593735,0.622536,0.653109
